"Lote","Item","Posição","Razão Social","Documento","Lance","Marca","Modelo","ME","Classificado","Habilitado"
"37","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","39","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","40","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","41","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","42","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","43","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","44","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","1","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","2","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","3","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","4","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","5","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","6","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","7","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","8","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","9","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"38","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","10","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Off set","NÃO","SIM","SIM"
"38","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","11","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Laminado","NÃO","SIM","SIM"
"38","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","12","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Off set","NÃO","SIM","SIM"
"38","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","16798,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"38","13","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","18400,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"39","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2100,0000","MUNDO BENVIRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"39","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2100,0000","MUNDO BENVIRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"40","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","320,0000","ON LINE EDITORA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"41","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3186,0000","PROJETO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"41","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3186,0000","PROJETO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"41","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3186,0000","PROJETO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"41","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3186,0000","PROJETO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"42","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","1796,0000","ROVELLE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"42","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","1796,0000","ROVELLE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"43","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5786,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"43","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5786,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"43","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5786,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"43","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5786,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"43","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5786,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"44","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2400,0000","SCIPIONE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"44","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2400,0000","SCIPIONE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"45","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5984,0000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"46","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","15792,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","39","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","40","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","41","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","42","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","43","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","44","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","45","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","46","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","47","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"47","48","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","65000,0000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"48","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","17488,0000","AGAQUÊ","IMPRESSO/ FISICO","SIM","SIM","SIM"
"48","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","17488,0000","AGAQUÊ","IMPRESSO/ FISICO","SIM","SIM","SIM"
"48","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","17488,0000","AGAQUÊ","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"49","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","19784,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"50","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","30368,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
